!SIL	SIL
%	P AH R S EY N T
ट्रेबलिंग	T R EY B AH L IH N G
ट्रेबेल	T R EY B EY L
ट्रेब्स	T R EY B S
ट्रेलिंबल	T R EY L IH N B AH L
ट्रेव	T R EY W
ट्रेवर	T R EY W AH R
ट्रेवल	T R EY W AH L
ट्रैबले	T R EY B AH L EY
ट्रॉ	T R AO
ट्रॉंगर	T R AO N G AH R
ट्रॉक	T R AO K
ट्रॉचार	T R AO CH AA R
ट्रो	T R OW
ट्रोंक	T R OW N K
ट्रोंक	T R OW NG K
ट्रोंस	T R OW N S
ट्रोक	T R OW K
ट्रोटोइ	T R OW T OW IH
ट्रोटोटाइज	T R OW T OW T AA IH JH
ट्रोथ	T R OW TH
ट्रोन	T R OW N
ट्रोनक	T R OW N AH K
ट्रोपे	T R OW P EY
ट्रोम्बस्टोंस	T R OW M B S T OW N S
ट्रोसिट्रिक	T R OW S IH T R IH K
ट्रोसेसिस	T R OW S EY S IH S
ट्र्ल	T R AH L
ट्वटिंग	T W AH T IH N G
ट्वि	T W IH
ट्विंग	T W IH N G
ट्विंटेरिंग	T W IH N T EY R IH N G
ट्विटिंग	T W IH T IH N G
ट्विन्टिंग	T W IH N T IH N G
ट्विरिंग	T W IH R IH N G
ट्विलिंग	T W IH L IH N G
ट्वी	T W IY
ट्वीर्टिंग	T W IY R T IH N G
ट्वे	T W EY
ट्वेंटरिंग	T W EY N T AH R IH N G
ट्स	T AH S
ठ	T HH AH
ठं	T HH AH N
ठंगा	T HH AH N G AA
ठंग्यातील	T HH AH N G Y AA TH IY L
ठंड	T HH AH N D
ठंडी	T HH AH N D IY
ठंडी-ठंडी	T HH AH N D IY T HH AH N D IY
ठंढी	T HH AH N D HH IY
ठंढे	T HH AH N D HH EY
ठगे	T HH AH G EY
ठडी	T HH AH D IY
ठड्डी	T HH AH D D IY
ठन	T HH AH N
ठप्प	T HH AH P P
ठशी	T HH AH SH IY
ठा	T HH AA
ठांगा	T HH AA N G AA
ठांग्यातील	T HH AA N G Y AA TH IY L
ठाईस	T HH AA IY S
ठागा	T HH AA G AA
ठाल	T HH AA L
ठावगेट	T HH AA W AH G EY T
ठावन	T HH AA W AH N
ठि	T HH IH
ठिक	T HH IH K
ठी	T HH IY
ठींग	T HH IY N G
ठीक	T HH IY K
ठीकबाना	T HH IY K AH B AA N AA
ठीकसे	T HH IY K S EY
ठु	T HH UH
ठुक	T HH UH K
ठुग्ड	T HH UH G D
ठुग्स	T HH UH G S
ठे	T HH EY
ठेले	T HH EY L EY
ठो	T HH OW
ठोकर	T HH OW K AH R
ड	D AH
डंक	D AH N K
डंक	D AH NG K
डंकी	D AH N K IY
डंकी	D AH NG K IY
डंगर	D AH N G AH R
डंगर	D AH NG G AH R
डका	D AH K AA
डग	D AH G
डज	D AH JH
डटेड	D AH T EY D
डडि	D AH D IH
डड्न्ट	D AH D AH N T
डन	D AH N
डनसस्टेड	D AH N AH S AH S T EY D
डबल	D AH B AH L
डबा	D AH B AA
डब्बा	D AH B B AA
डब्लु	D AH B L UH
डम	D AH M
डमिस्टिटेड	D AH M IH S T IH T EY D
डर	D AH R
डरटेन	D AH R AH T EY N
डरि	D AH R IH
डर्ट	D AH R T
डर्टेड	D AH R T EY D
डर्ड	D AH R D
डर्डेट	D AH R D EY T
डर्डेड	D AH R D EY D
डर्ली	D AH R L IY
डवकर	D AH W AH K AH R
डवरिन्ग	D AH W R IH N G
डवरिन्ग	D AH W R IH NG
डस	D AH S
डस्ट्रॉय	D AH S T R AO Y
ड़ाटा	D AA T AA
डा	D AA
डांग	D AA N G
डांगा	D AA N G AA
डांट	D AA T
डांटते	D AA T TH EY
डांटना	D AA T N AA
डांसड	D AA N S AH D
डांसिड	D AA N S IH D
डांसीड	D AA N S IY D
डांसेट	D AA N S EY T
डांसेड	D AA N S EY D
डांसेस	D AA N S EY S
डांस्ड	D AA N S D
डाइंक	D AA IH N K
डाइंक	D AA IH NG K
डाइजर्ट	D AA IH JH AH R T
डाइट	D AA IH T
डाइन्ट	D AA IH N T
डाउ	D AW
डाउन	D AW N
डाउनस्ट्रेम	D AW N S T R EY M
डाग	D AA G
डाट	D AA T
डाटने	D AA T N EY
डाटेंगे	D AA T EY N G EY
डाटेंगे	D AA T EY NG G EY
डाटेड	D AA T EY D
डानज़िल	D AA N AH Z IH L
डानज़िल	D AA N Z IH L
डानसीन	D AA N AH S IY N
डान्सड	D AA N S AH D
डान्सेड	D AA N S EY D
डायजर्ट	D AA Y AH JH AH R T
डायनिंग	D AY N IH N G
डायनिंग	D AY N IH NG
डायरेक्ट्री	D AA Y AH R EY K T R IY
डार	D AA R
डारके	D AA R AH K EY
डारकेट	D AA R AH K EY T
डारडेल	D AA R AH D EY L
डारपेड	D AA R AH P EY D
डारस्नेस	D AA R S N EY S
डारी	D AA R IY
डारेड	D AA R EY D
डार्केड	D AA R K EY D
डाल	D AA L
डाला	D AA L AA
डावन	D AA W AH N
डास	D AA S
डासेडवा	D AA S EY D AH W AA
डि	D IH
डिंक	D IH N K
डिंक	D IH NG K
डिंग	D IH N G
डिअरी	D IH AH R IY
डिअली	D IH AH L IY
डिक	D IH K
डिकम	D IH K AH M
डिकरेट	D IH K AH R EY T
डिकाटेड	D IH K AA T EY D
डिकेट	D IH K EY T
डिकेटेड	D IH K EY T EY D
डिक्स्टेड	D IH K S T EY D
डिच	D IH CH
डिजर	D IH JH AH R
डिजलि	D IH JH L IH
डिजिल	D IH JH IH L
डिझेल	D IH Z EY L
डिटर	D IH T AH R
डिटिक्ट	D IH T IH K T
डिडिंग	D IH D IH N G
डिडिंग	D IH D IH NG
डिडीन्	D IH D IY N
डिड्टच	D IH D T AH CH
डिन	D IH N
डिनट	D IH N AH T
डिनाएट	D IH N AA EY T
डिने	D IH N EY
डिनेन्डेड	D IH N EH N D EY D
डिपींग	D IH P IY N G
डिपींग	D IH P IY NG
डिपेंडेन्सी	D IH P EY N D EH N S IY
डिफ	D IH F
डिफिक	D IH P HH IH K
डिफिकलि	D IH P HH IH K AH L IH
डिफिकल्टस	D IH P HH IH K AH L T AH S
डिफिकल्स	D IH P HH IH K AH L S
डिफिक्टिव	D IH P HH IH K T IH W
डिफिक्ल्स	D IH P HH IH K AH L S
डिफिडन्स	D IH P HH IH D AH N S
डिफिडेट	D IH P HH IH D EY T
डिफी	D IH P HH IY
डिफीकल्टस	D IH P HH IY K AH L T AH S
डिफेंट	D IH P HH EY N T
डिब्युट	D IH B Y UH T
डिमिनेशंस	D IH M IH N EY SH AH N S
डिमेंशंस	D IH M EY N SH AH N S
डिमेंशस	D IH M EY N SH AH S
डिमेन्श	D IH M EY N SH
डिमेशन	D IH M EY SH AH N
डिम्रिंग	D IH M R IH N G
डिम्रिंग	D IH M R IH NG
डिय	D IH Y
डिया	D IH Y AA
डिरेड	D IH R EY D
डिरेली	D IH R EY L IY
डिल	D IH L
डिलाइटी	D IH L AY T IY
डिलिव्ह	D IH L IH W HH
डिले	D IH L EY
डिलेटेड	D IH L EY T EY D
डिव	D IH W
डिवाइन	D IH W AA IH N
डिवाय	D IH W AA Y
डिविंग	D IH W IH N G
डिविंग	D IH W IH NG
डिवेड	D IH W EY D
डिश्टर	D IH SH T AH R
डिश्टेड	D IH SH T EY D
डिस	D IH S
डिसकाइट	D IH S AH K AA IH T
डिसग्रेसींग	D IH S AH G R EY S IY N G
डिसट्रॅक्ट	D IH S T R AE K T
डिसडटेड	D IH S AH D AH T EY D
डिसप्ले	D IH S AH P L EY
डिसरिस्पेक्ट	D IH S R IH S P EY K T
डिसव्ज	D IH S AH W Z
डिसा	D IH S AA
डिसाइड	D IH S AY D
डिसाय	D IH S AY
डिसॅट	D IH S AE T
डिसेट	D IH S EY T
डिसेडेट	D IH S EY D EY T
डिसेस	D IH S EY S
डिस्कट	D IH S K AH T
डिस्कश	D IH S K AH SH
डिस्कसन	D IH S K AH S AH N
डिस्कोसीद	D IH S K OW S IY DH
डिस्ट	D IH S T
डिस्टबेड	D IH S T AH B EY D
डिस्टर	D IH S T AH R
डिस्टिंटिक्ट	D IH S T IH N T IH K T
डिस्पिट	D IH S P IH T
डिस्पीअर्ड	D IH S P IY AH R D
डिस्पुट	D IH S P UH T
डिस्पेक्ट	D IH S P EY K T
डिस्पेन्ट	D IH S P EY N T
डी	D IY
डीज	D IY JH
डीजी	D IY JH IY
डीन	D IY N
डीनीग	D IY N IY G
डीने	D IY N EY
डीप्श्ट	D IY SH T
डीफी	D IY P HH IY
डीफे	D IY P HH EY
डीम	D IY M
डीव	D IY W
डीव्ट	D IY W T
डीष्टे	D IY SH T EY
डीस	D IY S
डीसन	D IY S AH N
डीसायडे	D IY S AA Y AH D EY
डुइ	D UH IH
डुईनेड	D UH IY N EY D
डुग	D UH G
डुडिंग	D UH D IH N G
डुडेज	D UH D EY JH
डुनट	D UH N AH T
डुरेक	D UH R EY K
डूक	D UW K
डूडे	D UW D EY
डून	D UW N
डूर	D UW R
डूसिंग	D UW S IH N G
डूसिंग	D UW S IH NG
डॅ	D AE
डॅगेड	D AE G EH D
डॅजेट्स	D AE JH EY T S
डॅन	D AE N
डॅनस्ट	D AE N AH S T
डॅनेट	D AE N EY T
डॅन्जलि	D AE N JH L IH
डॅमन	D AE M AH N
डे	D EY
डेंज	D EY N JH
डेंजरल	D EY N JH AH R AH L
डेंझल	D EY N JH HH AH L
डेअर्ली	D EY AH R L IY
डेक	D EY K
डेज	D EY JH
डेज़	D EY Z
डेजिल	D EY JH IH L
डेझल	D EY Z AH L
डेटा	D EY T AA
डेडीड	D EY D IY D
डेडेडेस	D EY D EY D EY S
डेन	D EY N
डेनटेस्ट	D EY N T EY S T
डेनि	D EY N IH
डेनी	D EY N IY
डेन्जरिंग	D EY N JH AH R IH N G
डेन्जरिंग	D EY N JH AH R IH NG
डेन्ज़	D EY N Z
डेन्ड	D EY N D
डेन्डस	D EY N D AH S
डेन्ज़ी	D EY N Z IY
डेन्ज़ेल	D EY N Z EY L
डेबल	D EY B AH L
डेमेशन	D EY M EY SH AH N
डेमेस्टिटेड	D EY M EY S T IH T EY D
डेमॉक्रेटेड	D EY M AO K R EY T EY D
डेमोक्रेडिस्ट	D EY M OW K R EY D IH S T
डेमोटिकेट	D EY M OW T IH K EY T
डेर	D EY R
डेरिंग	D EY R IH N G
डेरिड	D EY R IH D
डेरोमेट्री	D EY R OW M EY T R IY
डेर्ली	D EY R L IY
डेविग	D EY W IH G
डेविड	D EY W IH D
डेश	D EY SH
डेशिनेस	D EY SH IH N EH S
डेस	D EY S
डेसन्स	D EY S AH N S
डेसिटेर	D EY S IH T EY R
डेसीडेड	D EY S IY D EY D
डेसेपाइट	D EY S EY P AA IH T
डेस्ट	D EY S T
डेस्टिनी	D EY S T IH N IY
डेज़िल	D EY Z IH L
डॉ	D AO
डॉक्टर	D AO K T AH R
डॉगल	D AO G AH L
डॉजी	D AO JH IY
डॉड	D AO D
डॉन	D AO N
डॉब्ट	D AO B T
डॉम	D AO M
डॉमिंग	D AO M IH N G
डॉमिंग	D AO M IH NG
डॉमेंड्री	D AO M EY N D R IY
डॉमेड्रि	D AO M EY D R IH
डॉर	D AO R
डॉरजि	D AO R AH JH IH
डॉल	D AO L
डो	D OW
डोक	D OW K
डोक्चुमल	D OW K CH UH M AH L
डोग	D OW G
डोज	D OW JH
डोट	D OW T
डोडेज	D OW D EY JH
डोडोज	D OW D OW JH
डोन	D OW N
डोनसिस	D OW N AH S IH S
डोन्की	D OW N K IY
डोमिज	D OW M IH JH
डोमिस्केड	D OW M IH S K EY D
डोमिस्तिक्टेड	D OW M IH S TH IH K T EY D
डोमे	D OW M EY
डोमेंट्री	D OW M EY N T R IY
डोमेट्री	D OW M EY T R IY
डोमेन्डरी	D OW M EY N D AH R IY
डोमेस	D OW M EY S
डोमेस्टिकल	D OW M EY S T IH K AH L
डोमेस्टिकेड	D OW M EY S T IH K EY D
डोमेस्टिस	D OW M EY S T IH S
डोमेस्लॉड	D OW M EY S L AO D
डोरगे	D OW R AH G EY
डोरेमेंटी	D OW R EY M EY N T IY
डोरेमोनडरी	D OW R EY M OW N AH D AH R IY
डोरोमेंटी	D OW R OW M EY N T IY
डोर्मेडरी	D OW R M EY D AH R IY
डोळ्या	D OW L Y AA
डोहर	D OW HH AH R
डोहिन	D OW HH IH N
ड्यूस	D Y UW S
ड्र	D AH R
ड्रटीड	D R AH T IY D
ड्रटेड	D R AH T EY D
ड्रनेड	D R AH N EY D
ड्रफ	D R AH P HH
ड्रा	D R AA
ड्राइंड	D R AY N D
ड्राइन	D R AA IH N
ड्राईंड	D R AA IH N D
ड्राईन	D R AA IY N
ड्राईनेड	D R AA IY N EY D
ड्राउन	D R AA UH N
ड्राक	D R AA K
ड्राफ	D R AA F
ड्रायन	D R AY N
ड्रायनेड	D R AY N EY D
ड्रायलिंग	D R AY L IH N G
ड्रायलिंग	D R AY L IH NG
ड्राविंग	D R AA W IH N G
ड्राविंग	D R AA W IH NG
ड्राॅविंग	D R AO W IH N G
ड्राॅविंग	D R AO W IH NG
ड्रि	D R IH
ड्रिंग	D R IH N G
ड्रिनाईड	D R IH N AY D
ड्रिनिड	D R IH N IH D
ड्रिनेड	D R IH N EY D
ड्रिनेनडेड	D R IH N EH N D EY D
ड्रिन्कनेड	D R IH N K N EY D
ड्रिन्त	D R IH N TH
ड्री	D R IY
ड्रीईण्ड	D R IY IY N D
ड्रीन्ट	D R IY N T
ड्रीन्ड	D R IY N D
ड्रीप	D R IY P
ड्रीमोरी	D R IY M OW R IY
ड्रीव	D R IY W
ड्रुइंग	D R UH IH N G
ड्रुइंग	D R UH IH NG
ड्रॅ	D R AE
ड्रॅक	D R AE K
ड्रॅज	D R AE JH
ड्रॅड	D R AE D
ड्रॅनडेड	D R AE N AH D EY D
ड्रॅन्क्ट	D R AE N K T
ड्रॅन्डिन	D R AE N D IH N
ड्रॅप्ड	D R AE P D
ड्रॅम्प	D R AE M P
ड्रॅव	D R AE W
ड्रे	D R EY
ड्रेंझल	D R EY N JH HH AH L
ड्रेंटेड	D R EY N T EY D
ड्रेंटेद	D R EY N T EY DH
ड्रेंस	D R EY N S
ड्रेक	D R EY K
ड्रेजिल	D R EY JH IH L
ड्रेटेद	D R EY T EY DH
ड्रेड	D R EY D
ड्रेन	D R EY N
ड्रेनिंग	D R EY N IH N G
ड्रेनिंग	D R EY N IH NG
ड्रेनिड	D R EY N IH D
ड्रेनेड	D R EY N EY D
ड्रेन्क	D R EY N K
ड्रेन्ट	D R EY N T
ड्रेली	D R EY L IY
ड्रेव	D R EY W
ड्रेस्किनिंग	D R EY S K IH N IH N G
ड्रेस्किनिंग	D R EY S K IH N IH NG
ड्रैंग	D R EY N G
ड्रैंग	D R EY NG
ड्रॉ	D R AO
ड्रॉन	D R AO N
ड्रॉपेड	D R AO P EY D
ड्रॉमडेरी	D R AO M AH D EY R IY
ड्रॉमिटी	D R AO M IH T IY
ड्रॉमिट्री	D R AO M IH T R IY
ड्रॉमे	D R AO M EY
ड्रॉमेडरी	D R AO M EY D AH R IY
ड्रॉमेडली	D R AO M EY D AH L IY
ड्रॉम्डेरी	D R AO M D EY R IY
ड्रो	D R OW
ड्रों	D R OW N
ड्रोइंग	D R OW IH N G
ड्रोइंग	D R OW IH NG
ड्रोम	D R OW M
ड्रोमडरी	D R OW M AH D AH R IY
ड्रोमे	D R OW M EY
ड्रोमेट्री	D R OW M EY T R IY
ड्रोमेन्डरी	D R OW M EY N D AH R IY
ड्रोविंग	D R OW W IH N G
ड्रोविंग	D R OW W IH NG
ड्रौव	D R AO W
ड्लिंं	D L IH N
ढ	D HH AH
ढा	D HH AA
ढाका	D HH AA K AA
ढिस	D HH IH S
ढीले	D HH IY L EY
ढुंडो	D HH UH N D OW
ढूंढते	D HH UW N D HH AH TH EY
ढोगरी	D HH OW G R IY
ण	N N AH
णा	N N AA
णारे	N N AA R EY
णीकडे	N N IY K AH D EY
त	TH AH
तंक	TH AH N K
तंक	TH AH NG K
तईला	TH IY L AA
तक	TH AH K
तकली	TH AH K AH L IY
तकलीफ	TH AH K L IY F
तट	TH AH T
तडतीस	TH AH D AH TH IY S
तत	TH AH TH
ततयाल	TH AH TH AH Y AA L
तता	TH AH TH AA
ततादाड़ी	TH AH TH AA DH AA D IY
तते	TH AH TH EY
तथ	TH AH TH
तन	TH AH N
तनि	TH AH N IH
तनी	TH AH N IY
तने	TH AH N EY
तन्नि	TH AH N N IY
तपकी	TH AH P K IY
तपिकल	TH AH P IH K AH L
तफ	TH AH P HH
तब	TH AH B
तबु	TH AH B UH
तभी	TH AH B HH IY
तम	TH AH M
तमजत	TH AH M AH JH AH TH
तय	TH AH Y
तयनी	TH AH Y AH N IY
तयहा	TH AH Y AH HH AA
तया	TH AH Y AA
तयांची	TH AH Y AA N CH IY
तयांना	TH AH Y AA N N AA
तयांनी	TH AH Y AA N N IY
तयाचया	TH AH Y AA CH AH Y AA
तयाची	TH AH Y AA CH IY
तयाना	TH AH Y AA N AA
तयानी	TH AH Y AA N IY
तयार	TH AH Y AA R
तयारी	TH AH Y AA R IY
तयाला	TH AH Y AA L AA
तय्ड	TH AH Y D
तर	TH AH R
तरफ	TH AH R AH P HH
तरस	TH AH R AH S
तरसा	TH AH R AH S AA
तरह	TH AH R AH HH
तरह-तरह	TH AH R AH HH TH AH R AH HH
तरा	TH AH R AA
तरासी	TH AH R AA S IY
तराह	TH AH R AA HH
तरी	TH AH R IY
तरीका	TH AH R IY K AA
तरीके	TH AH R IY K EY
तरे	TH AH R EY
तरेश	TH AH R EY SH
तर्यास	TH AH R Y AA S
तर्स	TH AH R S
तल	TH AH L
तलतल	TH AH L AH TH AH L
तला	TH AH L AA
तलाक	TH AH L AA K
तलाची	TH AH L AA CH IY
तलु	TH AH L UH
तलेज	TH AH L EY JH
तल्या	TH AH L Y AA
तल्ली	TH AH L L IY
तळ	TH AH L
तळा	TH AH L AA
तळाजा	TH AH L AA JH AA
तस	TH AH S
तह	TH AH HH
तहाँ	TH AH HH AA N
